3.20.238.187 bot - "2024-04-29 00:04:27" http://jurnal.untag-banyuwangi.ac.id/index.php/Literat/issue/view/13 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)"
52.167.144.199 bot - "2024-04-29 00:50:49" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalsangkala/article/view/198 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
40.77.167.60 bot - "2024-04-29 00:53:33" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/article/view/127 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
114.122.241.126 - - "2024-04-29 00:57:31" http://jurnal.untag-banyuwangi.ac.id/index.php/JurnalTeknik/article/view/70 200 "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36"
114.122.241.126 - - "2024-04-29 00:58:20" http://jurnal.untag-banyuwangi.ac.id/index.php/JurnalTeknik/issue/view/3 200 "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36"
114.122.241.126 - - "2024-04-29 00:59:16" http://jurnal.untag-banyuwangi.ac.id/index.php/JurnalTeknik/article/view/70 200 "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36"
114.122.241.126 - - "2024-04-29 00:59:27" http://jurnal.untag-banyuwangi.ac.id/index.php/JurnalTeknik/article/download/70/52/220 200 "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36"
114.122.241.126 - - "2024-04-29 00:59:51" http://jurnal.untag-banyuwangi.ac.id/index.php/JurnalTeknik/article/download/70/52/220 200 "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36"
36.74.223.38 - - "2024-04-29 01:14:13" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/download/133/103/396 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0"
66.249.66.84 bot - "2024-04-29 01:15:49" http://jurnal.untag-banyuwangi.ac.id/index.php/Literat/article/view/50 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; GoogleOther)"
47.128.36.49 bot - "2024-04-29 01:25:05" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/download/137/107/412 200 "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; spider-feedback@bytedance.com)"
52.167.144.229 bot - "2024-04-29 01:51:41" http://jurnal.untag-banyuwangi.ac.id/index.php/j-tech/article/view/176 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
66.249.71.130 bot - "2024-04-29 01:53:41" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/article/download/108/80/570 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
45.41.128.59 - - "2024-04-29 01:54:36" http://jurnal.untag-banyuwangi.ac.id/index.php/Literat/article/download/53/20/187 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
47.128.97.232 bot - "2024-04-29 01:56:26" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/download/157/125/464 200 "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; spider-feedback@bytedance.com)"
109.175.167.117 - - "2024-04-29 02:03:30" http://jurnal.untag-banyuwangi.ac.id/index.php/Englishteaching/article/download/216/178/649 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0"
27.115.124.38 - - "2024-04-29 02:03:40" http://jurnal.untag-banyuwangi.ac.id/index.php/Englishteaching/article/download/216/178/649 200 "Mozilla/5.0 (Linux; Android 8.0; Pixel 2 Build/OPD3.170816.012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Mobile Safari/537.36"
40.77.167.14 bot - "2024-04-29 02:07:08" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/download/45/18/185 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
40.77.167.32 bot - "2024-04-29 02:19:23" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/article/view/110 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
3.133.131.168 bot - "2024-04-29 02:31:09" http://jurnal.untag-banyuwangi.ac.id/index.php/Literat/index 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)"
66.249.66.84 bot - "2024-04-29 02:31:23" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalamar/article/download/39/27/195 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
52.167.144.180 bot - "2024-04-29 02:33:53" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalsangkala/article/view/184 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
3.15.202.4 bot - "2024-04-29 02:35:51" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalprogresif/index 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)"
18.116.40.47 bot - "2024-04-29 02:36:35" http://jurnal.untag-banyuwangi.ac.id/index.php/j-tech/issue/view/34 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)"
52.167.144.180 bot - "2024-04-29 02:38:13" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/view/131 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
66.249.66.82 bot - "2024-04-29 02:39:28" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/article/view/126 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.66.202 bot - "2024-04-29 02:39:30" http://jurnal.untag-banyuwangi.ac.id/index.php/bioeducatiajournal/article/view/32 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.66.203 bot - "2024-04-29 02:45:49" http://jurnal.untag-banyuwangi.ac.id/index.php/j-tech/article/view/175 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; GoogleOther)"
66.249.66.203 bot - "2024-04-29 02:53:44" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/view/43 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
18.224.44.108 bot - "2024-04-29 02:53:51" http://jurnal.untag-banyuwangi.ac.id/index.php/bioeducatiajournal/article/download/36/1/76 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)"
66.249.71.130 bot - "2024-04-29 02:55:45" http://jurnal.untag-banyuwangi.ac.id/index.php/Englishteaching/article/download/72/47/215 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
47.128.19.40 bot - "2024-04-29 02:58:41" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/download/154/122/458 200 "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; spider-feedback@bytedance.com)"
18.116.40.177 bot - "2024-04-29 03:00:31" http://jurnal.untag-banyuwangi.ac.id/index.php/Englishteaching/issue/view/17 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)"
66.249.66.84 bot - "2024-04-29 03:08:39" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/download/44/16/183 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
52.5.70.31 bot - "2024-04-29 03:33:48" http://jurnal.untag-banyuwangi.ac.id/index.php/bioeducatiajournal/article/view/33 200 "Grammarly/1.0 (http://www.grammarly.com)"
151.80.6.248 - - "2024-04-29 03:34:39" http://jurnal.untag-banyuwangi.ac.id/index.php/Englishteaching/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.64 Safari/537.36 Edg/101.0.1210.47"
40.77.167.143 bot - "2024-04-29 03:43:39" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalamar/article/view/41 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
103.105.35.90 - - "2024-04-29 03:46:56" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalamar/article/view/225 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
103.105.35.90 - - "2024-04-29 03:49:06" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalamar/article/download/225/183/671 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
52.167.144.229 bot - "2024-04-29 03:57:47" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/article/view/128 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
52.167.144.230 bot - "2024-04-29 04:02:10" http://jurnal.untag-banyuwangi.ac.id/index.php/bioeducatiajournal/article/download/35/3/160 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
216.244.66.237 bot - "2024-04-29 04:05:31" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/index 200 "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)"
39.164.24.9 bot - "2024-04-29 04:08:49" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/issue/view/1 200 "Go-http-client/1.1"
39.164.24.9 bot - "2024-04-29 04:08:52" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/issue/view/29 200 "Go-http-client/1.1"
39.164.24.9 bot - "2024-04-29 04:08:56" http://jurnal.untag-banyuwangi.ac.id/index.php/j-tech/issue/view/34 200 "Go-http-client/1.1"
39.164.24.9 bot - "2024-04-29 04:08:58" http://jurnal.untag-banyuwangi.ac.id/index.php/bioeducatiajournal/issue/view/39 200 "Go-http-client/1.1"
39.164.24.9 bot - "2024-04-29 04:09:00" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/issue/view/12 200 "Go-http-client/1.1"
39.164.24.9 bot - "2024-04-29 04:09:04" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalsangkala/index 200 "Go-http-client/1.1"
39.164.24.9 bot - "2024-04-29 04:09:06" http://jurnal.untag-banyuwangi.ac.id/index.php/bioeducatiajournal/index 200 "Go-http-client/1.1"
39.164.24.9 bot - "2024-04-29 04:09:09" http://jurnal.untag-banyuwangi.ac.id/index.php/JurnalTeknik/index 200 "Go-http-client/1.1"
39.164.24.9 bot - "2024-04-29 04:09:13" http://jurnal.untag-banyuwangi.ac.id/index.php/Literat/index 200 "Go-http-client/1.1"
39.164.24.9 bot - "2024-04-29 04:09:18" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/index 200 "Go-http-client/1.1"
39.164.24.9 bot - "2024-04-29 04:09:20" http://jurnal.untag-banyuwangi.ac.id/index.php/Englishteaching/index 200 "Go-http-client/1.1"
39.164.24.9 bot - "2024-04-29 04:09:23" http://jurnal.untag-banyuwangi.ac.id/index.php/Englishteaching/issue/view/40 200 "Go-http-client/1.1"
39.164.24.9 bot - "2024-04-29 04:09:25" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalamar/index 200 "Go-http-client/1.1"
66.249.71.169 bot - "2024-04-29 04:09:26" http://jurnal.untag-banyuwangi.ac.id/index.php/bioeducatiajournal/article/view/218 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
39.164.24.9 bot - "2024-04-29 04:09:31" http://jurnal.untag-banyuwangi.ac.id/index.php/Literat/issue/view/13 200 "Go-http-client/1.1"
39.164.24.9 bot - "2024-04-29 04:09:34" http://jurnal.untag-banyuwangi.ac.id/index.php/JurnalTeknik/issue/view/3 200 "Go-http-client/1.1"
39.164.24.9 bot - "2024-04-29 04:09:35" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalprogresif/index 200 "Go-http-client/1.1"
39.164.24.9 bot - "2024-04-29 04:09:36" http://jurnal.untag-banyuwangi.ac.id/index.php/j-tech/index 200 "Go-http-client/1.1"
39.164.24.9 bot - "2024-04-29 04:09:39" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/index 200 "Go-http-client/1.1"
39.164.24.9 bot - "2024-04-29 04:09:48" http://jurnal.untag-banyuwangi.ac.id/index.php/katarsis/index 200 "Go-http-client/1.1"
39.164.24.9 bot - "2024-04-29 04:09:53" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalsangkala/issue/view/38 200 "Go-http-client/1.1"
39.164.24.9 bot - "2024-04-29 04:09:58" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/index 200 "Go-http-client/1.1"
39.164.24.9 bot - "2024-04-29 04:10:03" http://jurnal.untag-banyuwangi.ac.id/index.php/katarsis/issue/view/9 200 "Go-http-client/1.1"
39.164.24.9 bot - "2024-04-29 04:10:11" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalamar/issue/view/41 200 "Go-http-client/1.1"
40.77.167.59 bot - "2024-04-29 04:10:17" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalsangkala/article/view/179 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
40.77.167.60 bot - "2024-04-29 04:10:20" http://jurnal.untag-banyuwangi.ac.id/index.php/bioeducatiajournal/article/download/35/3/160 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
66.249.71.169 bot - "2024-04-29 04:15:49" http://jurnal.untag-banyuwangi.ac.id/index.php/Literat/article/view/49 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; GoogleOther)"
47.128.52.115 bot - "2024-04-29 04:17:41" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/download/156/124/462 200 "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; spider-feedback@bytedance.com)"
66.249.71.170 bot - "2024-04-29 04:29:46" http://jurnal.untag-banyuwangi.ac.id/index.php/Literat/article/download/49/22/189 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
40.77.167.15 bot - "2024-04-29 04:37:30" http://jurnal.untag-banyuwangi.ac.id/index.php/Englishteaching/article/view/215 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
3.145.186.173 bot - "2024-04-29 04:42:25" http://jurnal.untag-banyuwangi.ac.id/index.php/Englishteaching/index 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)"
185.191.171.7 bot - "2024-04-29 04:51:40" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/article/view/106 200 "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
66.249.66.82 bot - "2024-04-29 04:54:27" http://jurnal.untag-banyuwangi.ac.id/index.php/bioeducatiajournal/index 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.170 bot - "2024-04-29 05:16:46" http://jurnal.untag-banyuwangi.ac.id/index.php/JurnalTeknik/article/view/70 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
103.31.46.86 - - "2024-04-29 05:18:31" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalamar/article/download/39/27/195 200 "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/24.0 Chrome/117.0.0.0 Safari/537.36"
18.118.1.158 bot - "2024-04-29 05:18:35" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/issue/view/12 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)"
85.208.96.201 bot - "2024-04-29 05:25:41" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/article/view/107 200 "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
40.77.167.76 bot - "2024-04-29 05:26:49" http://jurnal.untag-banyuwangi.ac.id/index.php/bioeducatiajournal/article/view/34 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
85.208.96.206 bot - "2024-04-29 05:35:46" http://jurnal.untag-banyuwangi.ac.id/index.php/j-tech/index 200 "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
40.77.167.5 bot - "2024-04-29 05:36:20" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalamar/article/view/38 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
47.128.113.21 bot - "2024-04-29 05:36:30" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/download/155/123/460 200 "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; spider-feedback@bytedance.com)"
40.77.167.5 bot - "2024-04-29 05:40:50" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/view/142 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
66.249.66.82 bot - "2024-04-29 05:45:50" http://jurnal.untag-banyuwangi.ac.id/index.php/Literat/article/view/51 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; GoogleOther)"
66.249.71.132 bot - "2024-04-29 05:46:50" http://jurnal.untag-banyuwangi.ac.id/index.php/Literat/article/view/53 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
40.77.189.31 bot - "2024-04-29 06:15:31" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalsangkala/article/download/178/135/502 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/100.0.4896.127 Safari/537.36"
185.191.171.19 bot - "2024-04-29 06:16:58" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalsangkala/index 200 "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
203.190.44.2 - - "2024-04-29 06:29:26" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/view/43 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
203.190.44.2 - - "2024-04-29 06:29:37" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/download/43/19/186 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
203.190.44.2 - - "2024-04-29 06:30:52" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/view/43 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
185.191.171.1 bot - "2024-04-29 06:36:51" http://jurnal.untag-banyuwangi.ac.id/index.php/j-tech/index 200 "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
